,name,name_eng,description_short,description,founded_date,product,homepage,employee_cnt,revenue,ceo_name,email,tel,fax,address1,address2,post_code,facebook,youtube,logo,hash_tag,nation_id,industry_id,is_active,created_at,updated_at
10,ENGIE SA,ENGIE SA,"ENGIE SA engages in the power, natural gas, and energy services businesses. It operates through Renewables, Networks, Energy Solutions, Thermal, Supply, Nuclear, and Others segments. The Renewables segment comprises renewable energy generation activities, including financing, construction, operation, and maintenance of renewable energy facilities using various energy sources, such as hydroelectric, onshore wind, photovoltaic solar, biomass, offshore wind, and geothermal. The Networks segment comprises the electricity and gas infrastructure activities and projects, including the management and development of gas and electricity transportation networks and natural gas distribution networks in and outside of Europe, natural gas underground storage in Europe, and regasification infrastructure in France and Chile. The Energy Solutions encompasses the construction and management of decentralized energy networks to produce low-carbon energy and related services. The Thermal segment encompasses power generation activities using thermal assets; operation of power plants fueled mainly by gas or coal, as well as pump -operated storage plants; and financing, construction, and operation of desalination plants, as well as the development of hydrogen production. The Supply segment engages in the sale of gas and electricity to professional, individual, and residential clients. The Nuclear segment engages in the nuclear power generation activities. The company was formerly known as GDF SUEZ S.A. and changed its name to ENGIE SA in April 2015. The company was founded in 1880 and is headquartered in Courbevoie, France.","ENGIE SA engages in the power, natural gas, and energy services businesses. It operates through Renewables, Networks, Energy Solutions, Thermal, Supply, Nuclear, and Others segments. The Renewables segment comprises renewable energy generation activities, including financing, construction, operation, and maintenance of renewable energy facilities using various energy sources, such as hydroelectric, onshore wind, photovoltaic solar, biomass, offshore wind, and geothermal. The Networks segment comprises the electricity and gas infrastructure activities and projects, including the management and development of gas and electricity transportation networks and natural gas distribution networks in and outside of Europe, natural gas underground storage in Europe, and regasification infrastructure in France and Chile. The Energy Solutions encompasses the construction and management of decentralized energy networks to produce low-carbon energy and related services. The Thermal segment encompasses power generation activities using thermal assets; operation of power plants fueled mainly by gas or coal, as well as pump -operated storage plants; and financing, construction, and operation of desalination plants, as well as the development of hydrogen production. The Supply segment engages in the sale of gas and electricity to professional, individual, and residential clients. The Nuclear segment engages in the nuclear power generation activities. The company was formerly known as GDF SUEZ S.A. and changed its name to ENGIE SA in April 2015. The company was founded in 1880 and is headquartered in Courbevoie, France.",2005-07-07,Utilities?�Diversified,https://www.engie.com,154364,57866000000,Ms. Isabelle Kocher,NA,33144220000,NA,"1, place Samuel de Champlain","Paris, ILE-DE-FRANCE, FR",92400,https://www.engie.com,https://www.engie.com,https://financialmodelingprep.com/image-stock/ENGI.PA.png,"#ENGIE SA, #Utilities?�Diversified, #Utilities",17,1,TRUE,2022-05-23,2022-05-23
11,Vivendi SE,Vivendi SE,"Vivendi SE operates as a entertainment, media, and communication company in France, the rest of Europe, the Americas, Asia/Oceania, and Africa. It operates through Canal+ Group, Havas Group, Editis, Prisma Media, Gameloft, Vivendi Village, Corporate, and New Initiative segments. The Canal+ Group segment publishes and distributes premium and thematic pay-TV and free-to-air channels; and produces, sells, and distributes movies and TV series. The Havas Group segment includes communications disciplines, such as creativity, media expertise, and healthcare/wellness. The Editis segment engages in the publishing of literature, educational, and reference books, as well as selling and distribution of books. The Prisma Media segment publishes online videos. The Gameloft segment engages in the creation and publishing of downloadable video games for mobile phones, tablets, triple-play boxes, and smart TVs. The Vivendi Village segment provides ticketing services and live performances through Olympia production, festival production, and venues. The Corporate segment offers centralized services. The New Initiative segment operates Dailymotion, a video content aggregation and distribution platform, as well as develops ultra-high-speed Internet service. Vivendi SA was founded in 1853 and is headquartered in Paris, France.","Vivendi SE operates as a entertainment, media, and communication company in France, the rest of Europe, the Americas, Asia/Oceania, and Africa. It operates through Canal+ Group, Havas Group, Editis, Prisma Media, Gameloft, Vivendi Village, Corporate, and New Initiative segments. The Canal+ Group segment publishes and distributes premium and thematic pay-TV and free-to-air channels; and produces, sells, and distributes movies and TV series. The Havas Group segment includes communications disciplines, such as creativity, media expertise, and healthcare/wellness. The Editis segment engages in the publishing of literature, educational, and reference books, as well as selling and distribution of books. The Prisma Media segment publishes online videos. The Gameloft segment engages in the creation and publishing of downloadable video games for mobile phones, tablets, triple-play boxes, and smart TVs. The Vivendi Village segment provides ticketing services and live performances through Olympia production, festival production, and venues. The Corporate segment offers centralized services. The New Initiative segment operates Dailymotion, a video content aggregation and distribution platform, as well as develops ultra-high-speed Internet service. Vivendi SA was founded in 1853 and is headquartered in Paris, France.",2008-03-19,Broadcasting,https://www.vivendi.com,34300,9572000000,Mr. Arnaud Nicolas de Puyfontaine,NA,33171713280,NA,"Paris Cedex 08, 42 avenue de Friedland","Paris, ILE-DE-FRANCE, FR",75380,https://www.vivendi.com,https://www.vivendi.com,https://financialmodelingprep.com/image-stock/VIV.PA.png,"#Vivendi SE, #Broadcasting, #Communication Services",17,1,TRUE,2022-05-23,2022-05-23
12,OSE Immunotherapeutics SA,OSE Immunotherapeutics SA,"OSE Immunotherapeutics SA focuses on the development of immunotherapies for immune activation and regulation in the fields of immuno-oncology and autoimmune diseases. Its products include Tedopi that is in Phase III clinical stage for the treatment of non-small cell lung cancer, as well as in Phase II clinical trial to pancreatic and ovarian cancer; CoVepiT, a prophylactic vaccine against the SARS-CoV-2 virus; BI 765063, which is in Phase I clinical trial to treat solid tumors; and BiCKI, a novel bispecific checkpoint inhibitor platform, targeting PD-1 and innovative targets to fight primary and secondary resistance mechanisms developed by cancers. The company's products also comprise OSE-127, a humanized monoclonal antibody that is in Phase II clinical trial for the treatment of ulcerative colitis, as well as Sjögren's Syndrome; FR104, which is in Phase I clinical trial for the treatment of rheumatoid arthritis; and OSE-230, an agonist antibody against ChemR23 to resolve chronic inflammation. OSE Immunotherapeutics SA has collaborations and partnerships with GERCOR, Boehringer Ingelheim, Servier, and Chong Kun Dang Pharmaceutical Corporation. The company was formerly known as OSE Pharma SA and changed its name to OSE Immunotherapeutics SA in May 2016. OSE Immunotherapeutics SA is headquartered in Nantes, France.","OSE Immunotherapeutics SA focuses on the development of immunotherapies for immune activation and regulation in the fields of immuno-oncology and autoimmune diseases. Its products include Tedopi that is in Phase III clinical stage for the treatment of non-small cell lung cancer, as well as in Phase II clinical trial to pancreatic and ovarian cancer; CoVepiT, a prophylactic vaccine against the SARS-CoV-2 virus; BI 765063, which is in Phase I clinical trial to treat solid tumors; and BiCKI, a novel bispecific checkpoint inhibitor platform, targeting PD-1 and innovative targets to fight primary and secondary resistance mechanisms developed by cancers. The company's products also comprise OSE-127, a humanized monoclonal antibody that is in Phase II clinical trial for the treatment of ulcerative colitis, as well as Sjögren's Syndrome; FR104, which is in Phase I clinical trial for the treatment of rheumatoid arthritis; and OSE-230, an agonist antibody against ChemR23 to resolve chronic inflammation. OSE Immunotherapeutics SA has collaborations and partnerships with GERCOR, Boehringer Ingelheim, Servier, and Chong Kun Dang Pharmaceutical Corporation. The company was formerly known as OSE Pharma SA and changed its name to OSE Immunotherapeutics SA in May 2016. OSE Immunotherapeutics SA is headquartered in Nantes, France.",2015-03-30,Biotechnology,https://www.ose-immuno.com,53,26306000,Mr. Alexis Peyroles,NA,33228291010,NA,"22, boulevard Benoni Goullin","Nantes, PAYS DE LA LOIRE, FR",44200,https://www.ose-immuno.com,https://www.ose-immuno.com,https://financialmodelingprep.com/image-stock/OSE.PA.png,"#OSE Immunotherapeutics SA, #Biotechnology, #Healthcare",17,1,TRUE,2022-05-23,2022-05-23
13,Sogeclair SA,Sogeclair SA,"Sogeclair SA provides engineering and production services to the aeronautics and space, automobile, rail, defense, and civil industries in France and internationally. It operates through three divisions: Aerospace, Vehicle, and Simulation. The Aerospace division engages in the provision of engineering services in aerostructures, cabins, systems, and manufacturing engineering and tooling services; and design and manufacture of complex structural thermoplastic products, additive layers, metallic subassemblies, and cockpit equipment, as well as cabin furniture and mechanism. The Vehicle division is involved in the design and production of special civilian and military vehicles, as well as terrestrial drones, multi-mission platforms, and adapting vehicles. The Simulation division engages in the design and supply of turnkey simulators; and development of software simulation platforms. The company was founded in 1986 and is headquartered in Blagnac, France.","Sogeclair SA provides engineering and production services to the aeronautics and space, automobile, rail, defense, and civil industries in France and internationally. It operates through three divisions: Aerospace, Vehicle, and Simulation. The Aerospace division engages in the provision of engineering services in aerostructures, cabins, systems, and manufacturing engineering and tooling services; and design and manufacture of complex structural thermoplastic products, additive layers, metallic subassemblies, and cockpit equipment, as well as cabin furniture and mechanism. The Vehicle division is involved in the design and production of special civilian and military vehicles, as well as terrestrial drones, multi-mission platforms, and adapting vehicles. The Simulation division engages in the design and supply of turnkey simulators; and development of software simulation platforms. The company was founded in 1986 and is headquartered in Blagnac, France.",1998-01-01,Aerospace & Defense,https://www.sogeclair.com,1122,121040000,Mr. Philippe Robardey,NA,33561717171,NA,"7 Avenue Albert Durand, Bp 20069, Blagnac Cedex","Blagnac, OCCITANIE, FR",31703,https://www.sogeclair.com,https://www.sogeclair.com,https://financialmodelingprep.com/image-stock/SOG.PA.png,"#Sogeclair SA, #Aerospace & Defense, #Industrials",17,1,TRUE,2022-05-23,2022-05-23
14,Groupe Berkem Société anonyme,Groupe Berkem Société anonyme,"Groupe Berkem Société anonyme operates in the chemical industry. The company engages in the extraction and supply of natural active ingredients and plant extracts for the cosmetics and food industries. It is also involved in the freeze-drying of raw materials and finished products; production, supply, and distribution of solutions for wood processing markets and the building industry; and manufacture of industrial resins for the paint, construction, timber treatment, and ink industries. The company was founded in 1964 and is based in Blanquefort, France.","Groupe Berkem Société anonyme operates in the chemical industry. The company engages in the extraction and supply of natural active ingredients and plant extracts for the cosmetics and food industries. It is also involved in the freeze-drying of raw materials and finished products; production, supply, and distribution of solutions for wood processing markets and the building industry; and manufacture of industrial resins for the paint, construction, timber treatment, and ink industries. The company was founded in 1964 and is based in Blanquefort, France.",2021-12-08,Specialty Chemicals,https://www.groupeberkem.com,145,42101000,NA,NA,33 5 64 31 06 60,NA,20 Rue Jean Duvert,"Blanquefort, , FR",33290,https://www.groupeberkem.com,https://www.groupeberkem.com,https://financialmodelingprep.com/image-stock/ALKEM.PA.png,"#Groupe Berkem Société anonyme, #Specialty Chemicals, #Basic Materials",17,1,TRUE,2022-05-23,2022-05-23
15,Guillemot Corporation S.A.,Guillemot Corporation S.A.,"Guillemot Corporation S.A. designs, manufactures, and sells interactive entertainment hardware and accessories in France, Germany, the United Kingdom, Spain, the United States, Canada, Italy, China, Belgium, and Romania. It offers digital hardware and peripherals under the Hercules brand name; PC and console gaming accessories under the Thrustmaster brand name; and DJ solutions for various connected devices under the DJUCED brand name. Guillemot Corporation S.A. was founded in 1984 and is based in Chantepie, France.","Guillemot Corporation S.A. designs, manufactures, and sells interactive entertainment hardware and accessories in France, Germany, the United Kingdom, Spain, the United States, Canada, Italy, China, Belgium, and Romania. It offers digital hardware and peripherals under the Hercules brand name; PC and console gaming accessories under the Thrustmaster brand name; and DJ solutions for various connected devices under the DJUCED brand name. Guillemot Corporation S.A. was founded in 1984 and is based in Chantepie, France.",1998-11-27,Computer Hardware,https://www.guillemot.com,182,176755000,Mr. Claude Guillemot,NA,33299080880,NA,"place du Granier, Bp 97143, Chantepie Cedex","Chantepie, BRETAGNE, FR",35571,https://www.guillemot.com,https://www.guillemot.com,https://financialmodelingprep.com/image-stock/GUI.PA.jpg,"#Guillemot Corporation S.A., #Computer Hardware, #Technology",17,1,TRUE,2022-05-23,2022-05-23
16,Air France-KLM SA,Air France-KLM SA,"Air France-KLM SA, together with its subsidiaries, provides passenger and cargo transportation services on scheduled flights in Metropolitan France, Benelux, rest of Europe, and internationally. The company operates through Network, Maintenance, Transavia, and Other segments. It also offers airframe and engine maintenance services; component support services comprising electronic, mechanical, pneumatic, hydraulic, etc.; and other services, as well as operates point-to-point flights to/from the Netherlands and France. As of December 31, 2021, it operated a fleet of 332 aircraft. The company was founded in 1919 and is headquartered in Paris, France.","Air France-KLM SA, together with its subsidiaries, provides passenger and cargo transportation services on scheduled flights in Metropolitan France, Benelux, rest of Europe, and internationally. The company operates through Network, Maintenance, Transavia, and Other segments. It also offers airframe and engine maintenance services; component support services comprising electronic, mechanical, pneumatic, hydraulic, etc.; and other services, as well as operates point-to-point flights to/from the Netherlands and France. As of December 31, 2021, it operated a fleet of 332 aircraft. The company was founded in 1919 and is headquartered in Paris, France.",1999-02-22,Airlines,https://www.airfranceklm.com,71289,14296000000,Mr. Benjamin Smith,NA,33141565656,NA,"2 rue de Robert-Esnault-Pelterie, Bp 93290","Paris, ILE-DE-FRANCE, FR",75007,https://www.airfranceklm.com,https://www.airfranceklm.com,https://financialmodelingprep.com/image-stock/AF.PA.jpg,"#Air France-KLM SA, #Airlines, #Industrials",17,1,TRUE,2022-05-23,2022-05-23
17,Graines Voltz S.A.,Graines Voltz S.A.,"Graines Voltz S.A. engages in the distribution of seeds, vegetable plants, and flower bulbs to professionals, horticulturists, market gardeners, and communities in France, rest of Europe, the Middle East, Africa, and internationally. It also produces seeds and young horticultural plants. The company was founded in 1985 and is headquartered in Colmar, France.","Graines Voltz S.A. engages in the distribution of seeds, vegetable plants, and flower bulbs to professionals, horticulturists, market gardeners, and communities in France, rest of Europe, the Middle East, Africa, and internationally. It also produces seeds and young horticultural plants. The company was founded in 1985 and is headquartered in Colmar, France.",1998-11-10,Agricultural Inputs,https://www.graines-voltz.com,406,122298000, Serge Voltz,NA,,NA,1 rue Edouard Branly,"Colmar, GRAND EST, FR",68000,https://www.graines-voltz.com,https://www.graines-voltz.com,https://financialmodelingprep.com/image-stock/GRVO.PA.png,"#Graines Voltz S.A., #Agricultural Inputs, #Basic Materials",17,1,TRUE,2022-05-23,2022-05-23
18,Société Centrale des Bois et des Scieries de la Manche S.A.,Société Centrale des Bois et des Scieries de la Manche S.A.,"Societe Centrale des Bois et Scieries de la Manche engages in the ownership, management, and lease of real estate properties in France. It leases offices, business properties, mixed activity locations, and residences. The company is based in Paris, France.","Societe Centrale des Bois et Scieries de la Manche engages in the ownership, management, and lease of real estate properties in France. It leases offices, business properties, mixed activity locations, and residences. The company is based in Paris, France.",2006-11-22,REIT?�Diversified,https://www.scbsm.fr,4,17177000,Mr. Jacques Lacroix,NA,33158361450,NA,12 rue Godot de Mauroy,"Paris, ILE-DE-FRANCE, FR",75009,https://www.scbsm.fr,https://www.scbsm.fr,https://financialmodelingprep.com/image-stock/CBSM.PA.png,"#Société Centrale des Bois et des Scieries de la Manche S.A., #REIT?�Diversified, #Real Estate",17,1,TRUE,2022-05-23,2022-05-23
19,Fashion Bel Air S.A.,Fashion Bel Air S.A.,"Fashion Bel Air S.A. provides fashion products for women in France. It offers pants, jeans, tops, T-shirts, dresses and combinations, skirts, shorts, accessories, coats, jackets, sweaters, vests, shirts, kimonos, jumpsuits, blouses, and sweats. The company provides its products through 12 boutiques and points of sales, as well as through its Website, Belair-Paris.fr. Fashion Bel Air S.A. is headquartered in Paris, France.","Fashion Bel Air S.A. provides fashion products for women in France. It offers pants, jeans, tops, T-shirts, dresses and combinations, skirts, shorts, accessories, coats, jackets, sweaters, vests, shirts, kimonos, jumpsuits, blouses, and sweats. The company provides its products through 12 boutiques and points of sales, as well as through its Website, Belair-Paris.fr. Fashion Bel Air S.A. is headquartered in Paris, France.",2007-11-19,Apparel Retail,https://www.fashion-belair.com,72,4188193, Eric Sitruk,NA,33145080664,NA,210 Rue de Saint Denis,"Paris, ILE-DE-FRANCE, FR",75002,https://www.fashion-belair.com,https://www.fashion-belair.com,https://financialmodelingprep.com/image-stock/ALFBA.PA.png,"#Fashion Bel Air S.A., #Apparel Retail, #Consumer Cyclical",17,1,TRUE,2022-05-23,2022-05-23
