,name,name_eng,description_short,description,founded_date,product,homepage,employee_cnt,revenue,ceo_name,email,tel,fax,address1,address2,post_code,facebook,youtube,logo,hash_tag,nation_id,industry_id,is_active,created_at,updated_at
10,Maruwn Corporation,Maruwn Corporation,"Maruwn Corporation provides logistics solutions in Japan and internationally. It offers international logistics services; general cargo warehouse, hazardous materials, and bonded storage services; general cargo delivery services, including truck, railway, and air transportation; and energy transportation services comprising oil/high pressure gas transportation, as well as lubricant and chemical products logistics. The company also provides chilled and frozen logistics services; distribution processing services; heavy cargo transport and installation services; industrial waste collection and transportation services; and relocation/removal services. Maruwn Corporation was founded in 1892 and is headquartered in Tokyo, Japan.","Maruwn Corporation provides logistics solutions in Japan and internationally. It offers international logistics services; general cargo warehouse, hazardous materials, and bonded storage services; general cargo delivery services, including truck, railway, and air transportation; and energy transportation services comprising oil/high pressure gas transportation, as well as lubricant and chemical products logistics. The company also provides chilled and frozen logistics services; distribution processing services; heavy cargo transport and installation services; industrial waste collection and transportation services; and relocation/removal services. Maruwn Corporation was founded in 1892 and is headquartered in Tokyo, Japan.",2001-01-01,Trucking,https://www.maruwn.co.jp,2283,47270000000,NA,NA,81 3 6861 3411,NA,7-2 Nihonbashi Koamicho,"Tokyo, , JP",103-0016,https://www.maruwn.co.jp,https://www.maruwn.co.jp,https://financialmodelingprep.com/image-stock/9067.T.png,"#Maruwn Corporation, #Trucking, #Industrials",17,1,TRUE,2022-05-23,2022-05-23
11,Cub Elecparts Inc.,Cub Elecparts Inc.,"Cub Elecparts Inc. manufactures and supplies automobile electrical and electronic parts in Taiwan. The company offers advanced driver assistance systems; aftermarket service parts comprising sensors and other parts; switches, such as ignition lock, power window, combination, and headlight; OEM products; and tire pressure monitoring sensors. Cub Elecparts Inc. was founded in 1979 and is based in Changhua, Taiwan.","Cub Elecparts Inc. manufactures and supplies automobile electrical and electronic parts in Taiwan. The company offers advanced driver assistance systems; aftermarket service parts comprising sensors and other parts; switches, such as ignition lock, power window, combination, and headlight; OEM products; and tire pressure monitoring sensors. Cub Elecparts Inc. was founded in 1979 and is based in Changhua, Taiwan.",2007-12-31,Auto Parts,https://www.cubelec.com.tw,,4080435000,NA,NA,886 4 778 2010,NA,"No. 6, Changlu Road","Changhua, , US",50648,https://www.cubelec.com.tw,https://www.cubelec.com.tw,https://financialmodelingprep.com/image-stock/2231.TW.png,"#Cub Elecparts Inc., #Auto Parts, #Consumer Cyclical",17,1,TRUE,2022-05-23,2022-05-23
12,Qualipoly Chemical Corp.,Qualipoly Chemical Corp.,"Qualipoly Chemical Corp. manufactures and supplies polyurethane resins, wire enamels, and insulating varnish. The company offers UV curable materials used in various applications, such as wood coatings, plastics and metal coatings, adhesives and lacquers for CD/DVD, over print varnishes, optical films, and additives for electronic/optical parts; and unsaturated polyester resins for use in FRPs, color pastes and gelcoats, fire retardants, castings, synthetic marbles, buttons, decorative panels, coatings and putties, SMC/BMCs, and ISO-type FRPs. It also provides coating resins comprising alkyd resins used in various applications, which include tinting colors, ink, white ready mixed paints, air-drying paints, baking paints, 2K and NC matted primers, acid-curing, marine primer, wrinkle finishes, paints on wood, plastic and glass, etc.; acrylic resins for use in baking paints on metal, acid-curing amino-alkyd paints on wood applications, etc.; and amino resins used in various applications consisting of paints on concrete, pints for road marking, printing inks, and coil pints, as well as varnishes/paints on paper, wood, plastic, and metal. In addition, the company offers foundry resins that are used as cement and adhesive, casting resin, coating, and impregnant; insulating varnishes used in the manufacture of transformers, and coil and enamel-insulated wires for insulating system in the electronic devices; and polyurethane rigid foam resins used to manufacture wood-imitation materials, soft floor, and fillers. Further, it provides PVAC and acrylic emulsion resins for application in papers, woods, floor tiles, PVC sheets, and furniture, as well as to manufacture tapes of general purpose, pressure sensitive adhesive, glues, and others; and fiber glass. The company markets its products in approximately 40 countries primarily the United States, European Union, Japan, and other markets under the Qualipoly and QualiCure brand names. The company was founded in 1978 and is headquartered in Kaohsiung, Taiwan.","Qualipoly Chemical Corp. manufactures and supplies polyurethane resins, wire enamels, and insulating varnish. The company offers UV curable materials used in various applications, such as wood coatings, plastics and metal coatings, adhesives and lacquers for CD/DVD, over print varnishes, optical films, and additives for electronic/optical parts; and unsaturated polyester resins for use in FRPs, color pastes and gelcoats, fire retardants, castings, synthetic marbles, buttons, decorative panels, coatings and putties, SMC/BMCs, and ISO-type FRPs. It also provides coating resins comprising alkyd resins used in various applications, which include tinting colors, ink, white ready mixed paints, air-drying paints, baking paints, 2K and NC matted primers, acid-curing, marine primer, wrinkle finishes, paints on wood, plastic and glass, etc.; acrylic resins for use in baking paints on metal, acid-curing amino-alkyd paints on wood applications, etc.; and amino resins used in various applications consisting of paints on concrete, pints for road marking, printing inks, and coil pints, as well as varnishes/paints on paper, wood, plastic, and metal. In addition, the company offers foundry resins that are used as cement and adhesive, casting resin, coating, and impregnant; insulating varnishes used in the manufacture of transformers, and coil and enamel-insulated wires for insulating system in the electronic devices; and polyurethane rigid foam resins used to manufacture wood-imitation materials, soft floor, and fillers. Further, it provides PVAC and acrylic emulsion resins for application in papers, woods, floor tiles, PVC sheets, and furniture, as well as to manufacture tapes of general purpose, pressure sensitive adhesive, glues, and others; and fiber glass. The company markets its products in approximately 40 countries primarily the United States, European Union, Japan, and other markets under the Qualipoly and QualiCure brand names. The company was founded in 1978 and is headquartered in Kaohsiung, Taiwan.",2007-12-31,Specialty Chemicals,https://www.qualipoly.com,,4830426000,NA,NA,886 7 623 6199,NA,"No. 2, Yong Gong 5th Road","Kaohsiung, , US",82841,https://www.qualipoly.com,https://www.qualipoly.com,https://financialmodelingprep.com/image-stock/4722.TW.png,"#Qualipoly Chemical Corp., #Specialty Chemicals, #Basic Materials",17,1,TRUE,2022-05-23,2022-05-23
13,"Ajinomoto Co., Inc.","Ajinomoto Co., Inc.","Ajinomoto Co., Inc. engages in the seasonings and foods, frozen foods, and healthcare and other businesses in Japan and internationally. Its Seasonings and Foods segment offers sauces and seasonings products under the AJI-NO-MOTO, HON-DASHI, Cook Do, Ajinomoto KK Consommé, Pure Select Mayonnaise, Ros Dee, Masako, Aji-ngon, Sazón, Sajiku, and CRISPY FRY names; and solutions and ingredients to consumer foods and food service industries. This segment also provides instant noodles under the Knorr Cup Soup, and YumYum names; coffee under the Birdy and Blendy brands; powdered drink under the Birdy 3in1 name; MAXIM products; Chyotto Zeitakuna Kohiten products; and gift sets and office supplies comprising coffee vending machines, tea server, etc. The Frozen Foods segment offers Chinese dumplings, cooked rice, noodles, desserts, shumai, processed chicken, and other products. The Healthcare and Other segment provides amino acids to various industries, such as pharmaceuticals, foods, and cosmetics; sports nutrition products; personal care ingredients; and sterile products, as well as engages in the provision of contract manufacturing services for pharmaceutical intermediates and active ingredients. This segment also offers Ajinomoto Build-up Film, an interlayer insulating material for semiconductor packages. Ajinomoto Co., Inc. was founded in 1909 and is headquartered in Tokyo, Japan.","Ajinomoto Co., Inc. engages in the seasonings and foods, frozen foods, and healthcare and other businesses in Japan and internationally. Its Seasonings and Foods segment offers sauces and seasonings products under the AJI-NO-MOTO, HON-DASHI, Cook Do, Ajinomoto KK Consommé, Pure Select Mayonnaise, Ros Dee, Masako, Aji-ngon, Sazón, Sajiku, and CRISPY FRY names; and solutions and ingredients to consumer foods and food service industries. This segment also provides instant noodles under the Knorr Cup Soup, and YumYum names; coffee under the Birdy and Blendy brands; powdered drink under the Birdy 3in1 name; MAXIM products; Chyotto Zeitakuna Kohiten products; and gift sets and office supplies comprising coffee vending machines, tea server, etc. The Frozen Foods segment offers Chinese dumplings, cooked rice, noodles, desserts, shumai, processed chicken, and other products. The Healthcare and Other segment provides amino acids to various industries, such as pharmaceuticals, foods, and cosmetics; sports nutrition products; personal care ingredients; and sterile products, as well as engages in the provision of contract manufacturing services for pharmaceutical intermediates and active ingredients. This segment also offers Ajinomoto Build-up Film, an interlayer insulating material for semiconductor packages. Ajinomoto Co., Inc. was founded in 1909 and is headquartered in Tokyo, Japan.",2000-01-04,Packaged Foods,https://www.ajinomoto.co.jp,33461,1.07145E+12,NA,NA,81 3 5250 8111,NA,"15-1, Kyobashi 1-chome","Tokyo, , JP",104-8315,https://www.ajinomoto.co.jp,https://www.ajinomoto.co.jp,https://financialmodelingprep.com/image-stock/2802.T.png,"#Ajinomoto Co., Inc., #Packaged Foods, #Consumer Defensive",17,1,TRUE,2022-05-23,2022-05-23
14,CAC Holdings Corporation,CAC Holdings Corporation,"CAC Holdings Corporation, through its subsidiaries, provides information technology (IT) services worldwide. The company offers systems development, integration, operation, and management services, as well as human resource BPO/BTO services; drug development support services; mainframe, open system, Web-based system, and IT management solutions; and system consulting, and software planning and development services, as well as develops various kinds of hardware and software for factories. It also provides system planning and design, system integration, helpdesk, IT infrastructure, warranty management, and contracted software development services, as well as develops and sells packaged software. The company was founded in 1966 and is headquartered in Tokyo, Japan.","CAC Holdings Corporation, through its subsidiaries, provides information technology (IT) services worldwide. The company offers systems development, integration, operation, and management services, as well as human resource BPO/BTO services; drug development support services; mainframe, open system, Web-based system, and IT management solutions; and system consulting, and software planning and development services, as well as develops various kinds of hardware and software for factories. It also provides system planning and design, system integration, helpdesk, IT infrastructure, warranty management, and contracted software development services, as well as develops and sells packaged software. The company was founded in 1966 and is headquartered in Tokyo, Japan.",2001-01-04,Information Technology Services,https://www.cac-holdings.com,4249,47935000000,NA,NA,81 3 6667 8001,NA,"24-1, Nihonbashi-Hakozaki-cho","Tokyo, , JP",103-0015,https://www.cac-holdings.com,https://www.cac-holdings.com,https://financialmodelingprep.com/image-stock/4725.T.png,"#CAC Holdings Corporation, #Information Technology Services, #Technology",17,1,TRUE,2022-05-23,2022-05-23
15,Apex Science & Engineering Corp.,Apex Science & Engineering Corp.,"Apex Science & Engineering Corp. operates as an engineering and construction manufacturing and service company worldwide. It provides integrated engineering services, such as mechanical, electrical and instrumentation, and environmental engineering services, as well as hydroelectric power, fire control, and air conditioner engineering services. The company also develops optoelectronic products; and offers customized LCD displays. In addition, it manufactures and supplies LCM/TFT/LED displays; and e-paper products. Further, the company offers after-sales services. Apex Science & Engineering Corp. was founded in 1976 and is headquartered in New Taipei City, Taiwan.","Apex Science & Engineering Corp. operates as an engineering and construction manufacturing and service company worldwide. It provides integrated engineering services, such as mechanical, electrical and instrumentation, and environmental engineering services, as well as hydroelectric power, fire control, and air conditioner engineering services. The company also develops optoelectronic products; and offers customized LCD displays. In addition, it manufactures and supplies LCM/TFT/LED displays; and e-paper products. Further, the company offers after-sales services. Apex Science & Engineering Corp. was founded in 1976 and is headquartered in New Taipei City, Taiwan.",2000-01-04,Engineering & Construction,https://www.apexgrp.com.tw,204,3614744000,NA,NA,886 2 2228 7331,NA,"No.112, Shin-Min Street","New Taipei City, , US",235,https://www.apexgrp.com.tw,https://www.apexgrp.com.tw,https://financialmodelingprep.com/image-stock/3052.TW.png,"#Apex Science & Engineering Corp., #Engineering & Construction, #Industrials",17,1,TRUE,2022-05-23,2022-05-23
16,Pan Pacific International Holdings Corporation,Pan Pacific International Holdings Corporation,"Pan Pacific International Holdings Corporation, together with its subsidiaries, operates retail stores. It operates through three segments: Discount Store Business, General Merchandise Store (GMS) Business, and Rent Business. The Discount Store Business segment operates convenience and discount stores under the Don Quijote name; and general discount stores under the MEGA Don Quijote and MEGA Don Quijote UNY names. The GMS Business segment operates general supermarkets under the APITA name; and small-scale supermarkets under the PIAGO name. The Rent Business segment rents and manages retail properties to tenants. The company is also involved in the real estate management business. As of October 31, 2020, it operated 631 stores comprising 579 stores in Japan; 28 stores in Hawaii and 10 stores in California, the United States; 4 stores in Hong Kong; 2 stores in Thailand; and 8 stores in Singapore. The company was formerly known as Don Quijote Holdings Co., Ltd. and changed its name to Pan Pacific International Holdings Corporation in February 2019. Pan Pacific International Holdings Corporation was founded in 1980 and is headquartered in Tokyo, Japan.","Pan Pacific International Holdings Corporation, together with its subsidiaries, operates retail stores. It operates through three segments: Discount Store Business, General Merchandise Store (GMS) Business, and Rent Business. The Discount Store Business segment operates convenience and discount stores under the Don Quijote name; and general discount stores under the MEGA Don Quijote and MEGA Don Quijote UNY names. The GMS Business segment operates general supermarkets under the APITA name; and small-scale supermarkets under the PIAGO name. The Rent Business segment rents and manages retail properties to tenants. The company is also involved in the real estate management business. As of October 31, 2020, it operated 631 stores comprising 579 stores in Japan; 28 stores in Hawaii and 10 stores in California, the United States; 4 stores in Hong Kong; 2 stores in Thailand; and 8 stores in Singapore. The company was formerly known as Don Quijote Holdings Co., Ltd. and changed its name to Pan Pacific International Holdings Corporation in February 2019. Pan Pacific International Holdings Corporation was founded in 1980 and is headquartered in Tokyo, Japan.",2001-01-01,Discount Stores,https://www.ppih.co.jp,16838,1.70864E+12,NA,NA,81 3 5725 7532,NA,2-19-10 Aobadai,"Tokyo, , JP",153-0042,https://www.ppih.co.jp,https://www.ppih.co.jp,https://financialmodelingprep.com/image-stock/7532.T.png,"#Pan Pacific International Holdings Corporation, #Discount Stores, #Consumer Defensive",17,1,TRUE,2022-05-23,2022-05-23
17,"Tbi Motion Technology Co., Ltd.","Tbi Motion Technology Co., Ltd.","TBI MOTION Technology Co., Ltd. manufactures and sells linear motion products in Taiwan and internationally. Its products include ball, miniature, and self-lubricating series linear guides; ball splines; internal return, external return heavy load, end cap return high speed, miniature, ground with end machining, and other ball screws; rotary series ball screw and ball splines; single axis actuators; linear ball bearings, slide shafts, and slide shaft supports; fixed and floated side ball screw support units; and flexible couplings. The company's products have applications in the automation, robot, semi-conductor, industrial machinery, medical equipment, and green energy industries, as well as in machine tools, and automated storage and retrieval systems. It also provides technical support and industrial analysis services. The company was founded in 1986 and is headquartered in New Taipei City, Taiwan.","TBI MOTION Technology Co., Ltd. manufactures and sells linear motion products in Taiwan and internationally. Its products include ball, miniature, and self-lubricating series linear guides; ball splines; internal return, external return heavy load, end cap return high speed, miniature, ground with end machining, and other ball screws; rotary series ball screw and ball splines; single axis actuators; linear ball bearings, slide shafts, and slide shaft supports; fixed and floated side ball screw support units; and flexible couplings. The company's products have applications in the automation, robot, semi-conductor, industrial machinery, medical equipment, and green energy industries, as well as in machine tools, and automated storage and retrieval systems. It also provides technical support and industrial analysis services. The company was founded in 1986 and is headquartered in New Taipei City, Taiwan.",2014-11-19,Tools & Accessories,https://www.tbimotion.com.tw,,3285319000,NA,NA,886 2 2689 2689,NA,"No. 123, Sanduo Road","New Taipei City, , US",23876,https://www.tbimotion.com.tw,https://www.tbimotion.com.tw,https://financialmodelingprep.com/image-stock/4540.TW.png,"#Tbi Motion Technology Co., Ltd., #Tools & Accessories, #Industrials",17,1,TRUE,2022-05-23,2022-05-23
18,"Eson Precision Ind. Co., Ltd.","Eson Precision Ind. Co., Ltd.","Eson Precision Ind. Co., Ltd. designs, develops, manufactures, and sells mechanical parts for consuming electrical products in Taiwan and internationally. The company also designs, manufactures, and sells precision molds, plastics, flat-panel displays, electronic components, and hardware products; and provides cosmetic treatment onto products, and whole set unit assembling services. Its products include TV, 3C, network, automotive, tooling, photoelectric, and PC products. The company was formerly known as Multiwin Precision Ind. Co., Ltd. and changed its name to Eson Precision Ind. Co., Ltd. Eson Precision Ind. Co., Ltd. was founded in 1987 and is headquartered in Grand Cayman, the Cayman Islands.","Eson Precision Ind. Co., Ltd. designs, develops, manufactures, and sells mechanical parts for consuming electrical products in Taiwan and internationally. The company also designs, manufactures, and sells precision molds, plastics, flat-panel displays, electronic components, and hardware products; and provides cosmetic treatment onto products, and whole set unit assembling services. Its products include TV, 3C, network, automotive, tooling, photoelectric, and PC products. The company was formerly known as Multiwin Precision Ind. Co., Ltd. and changed its name to Eson Precision Ind. Co., Ltd. Eson Precision Ind. Co., Ltd. was founded in 1987 and is headquartered in Grand Cayman, the Cayman Islands.",2013-11-25,Electronic Components,https://www.eson.com.cn,,12042445000,NA,NA,86 51 2575 72938,NA,"No. 88, Yuanfeng Road","Kunshan, , CN",KY1-1205,https://www.eson.com.cn,https://www.eson.com.cn,https://financialmodelingprep.com/image-stock/5243.TW.png,"#Eson Precision Ind. Co., Ltd., #Electronic Components, #Technology",17,1,TRUE,2022-05-23,2022-05-23
19,"Shinwa Co., Ltd.","Shinwa Co., Ltd.","Shinwa Co., Ltd. provides construction and logistic equipment in Japan. It offers system and general scaffolding equipment; hanging and mesh pallets; pallets for pipes, system scaffolding, and preceding handrails; and optional parts, such as pre-installed handrails. Shinwa Co., Ltd. was founded in 1977 and is headquartered in Kaizu, Japan.","Shinwa Co., Ltd. provides construction and logistic equipment in Japan. It offers system and general scaffolding equipment; hanging and mesh pallets; pallets for pipes, system scaffolding, and preceding handrails; and optional parts, such as pre-installed handrails. Shinwa Co., Ltd. was founded in 1977 and is headquartered in Kaizu, Japan.",2018-03-20,Metal Fabrication,https://www.shinwa-jp.com,148,13885758000,NA,NA,81 5 8466 4411,NA,"30-7, Bushigawa","Kaizu, , JP",503-0311,https://www.shinwa-jp.com,https://www.shinwa-jp.com,https://financialmodelingprep.com/image-stock/3447.T.png,"#Shinwa Co., Ltd., #Metal Fabrication, #Industrials",17,1,TRUE,2022-05-23,2022-05-23
