,name,name_eng,description_short,description,founded_date,product,homepage,employee_cnt,revenue,ceo_name,email,tel,fax,address1,address2,post_code,facebook,youtube,logo,hash_tag,nation_id,industry_id,is_active,created_at,updated_at
2653,"Aeva Technologies, Inc.","Aeva Technologies, Inc.","Aeva Technologies, Inc., through its frequency modulated continuous wave (FMCW) sensing technology, designs a 4D LiDAR-on-chip that enables the adoption of LiDAR across various applications. from automated driving to consumer electronics, consumer health, industrial automation, and security application. The company was founded in 2017 is based in Mountain View, California.","Aeva Technologies, Inc., through its frequency modulated continuous wave (FMCW) sensing technology, designs a 4D LiDAR-on-chip that enables the adoption of LiDAR across various applications. from automated driving to consumer electronics, consumer health, industrial automation, and security application. The company was founded in 2017 is based in Mountain View, California.",2020-02-27,Auto Parts,https://www.aeva.com,227,9265000,Mr. Soroush Salehian Dardashti,NA,650-353-6361,NA,555 Bryant Street,"Palo Alto, CA, US",94043,https://www.aeva.com,https://www.aeva.com,https://financialmodelingprep.com/image-stock/AEVA.png,"#Aeva Technologies, Inc., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
2684,"Toyoda Gosei Co., Ltd.","Toyoda Gosei Co., Ltd.","Toyoda Gosei Co., Ltd. manufactures and sells automotive parts, optoelectronic products, and general industry products. The company offers weatherstrips products, such as opening trim weatherstrips, door glass runs, door and outer weatherstrips, and luggage weatherstrips; functional components, including fuel tank module components, power train parts, and chassis and drive train parts; interior and exterior parts; and safety system products, such as airbags, steering wheels, and other products. It also provides solar LEDs, UV-C LED modules, and UV-C LED water purification units; and general industry products, including air conditioning products, home construction components, construction and industrial machinery parts, and LED dynamo lights. It has operations in Japan, the Americas, Europe and Africa, and Asia. Toyoda Gosei Co., Ltd. was incorporated in 1949 and is headquartered in Kiyosu, Japan.","Toyoda Gosei Co., Ltd. manufactures and sells automotive parts, optoelectronic products, and general industry products. The company offers weatherstrips products, such as opening trim weatherstrips, door glass runs, door and outer weatherstrips, and luggage weatherstrips; functional components, including fuel tank module components, power train parts, and chassis and drive train parts; interior and exterior parts; and safety system products, such as airbags, steering wheels, and other products. It also provides solar LEDs, UV-C LED modules, and UV-C LED water purification units; and general industry products, including air conditioning products, home construction components, construction and industrial machinery parts, and LED dynamo lights. It has operations in Japan, the Americas, Europe and Africa, and Asia. Toyoda Gosei Co., Ltd. was incorporated in 1949 and is headquartered in Kiyosu, Japan.",2010-10-08,Auto Parts,https://www.toyoda-gosei.com,38823,7.21E+11,NA,NA,81 52 400 1452,NA,1 Haruhinagahata,"Kiyosu, , JP",452-8564,https://www.toyoda-gosei.com,https://www.toyoda-gosei.com,https://financialmodelingprep.com/image-stock/TGOSY.png,"#Toyoda Gosei Co., Ltd., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
2707,"Sumitomo Electric Industries, Ltd.","Sumitomo Electric Industries, Ltd.","Sumitomo Electric Industries, Ltd. manufactures and sells electric wires and cables worldwide. It operates through five segments: Automotive, Infocommunications, Electronics, Environment and Energy, and Industrial Materials and Others. The company offers wiring harnesses and electrical components; steel cords for tire reinforcement; steel wires for springs; wiring materials; optical lenses for infrared devices; abrasion-resistant parts/materials; heat shrink and heat-resistant tubing/tapes; magnet wires; aluminum bars/wires; spinel products; products for electronic devices; sintered parts; and EV quick-charger connector assemblies. It also provides fibers and optical fiber cables; optical connectors; optical fiber couplers and splitter modules; optical termination and splice boxes, and closures; optical fiber amplifiers; devices for large/small scale communication uses; optical transceiver modules and devices, and wireless devices; H-PCF; EO/OE converters; coaxial cables, flat components, insulated electronic and spiral shielded wires, cables, and flexible printed circuits; optical lenses for infrared devices; fusion splicers and tools; and data center solutions. In addition, the company offers intelligent transport system and IT asset management/security products; CATV systems; contents distribution network; and wind profiler radars. Further, it provides plated and alloy wires, fluoroplastics-coated materials, sintered ZnS lenses, semiconductors substrates, thermal control devices, and tool-related products; superconducting products; various energy and environment systems; products for railway and transport machinery; steel wires; polytetrafluoroethylene porous material; Celmet, a porous metal; cutting and plastic working tools; and alloy parts. The company was formerly known as Sumitomo Electric Wire & Cable Works and changed its name to Sumitomo Electric Industries, Ltd. in 1939. The company was founded in 1897 and is headquartered in Osaka, Japan.","Sumitomo Electric Industries, Ltd. manufactures and sells electric wires and cables worldwide. It operates through five segments: Automotive, Infocommunications, Electronics, Environment and Energy, and Industrial Materials and Others. The company offers wiring harnesses and electrical components; steel cords for tire reinforcement; steel wires for springs; wiring materials; optical lenses for infrared devices; abrasion-resistant parts/materials; heat shrink and heat-resistant tubing/tapes; magnet wires; aluminum bars/wires; spinel products; products for electronic devices; sintered parts; and EV quick-charger connector assemblies. It also provides fibers and optical fiber cables; optical connectors; optical fiber couplers and splitter modules; optical termination and splice boxes, and closures; optical fiber amplifiers; devices for large/small scale communication uses; optical transceiver modules and devices, and wireless devices; H-PCF; EO/OE converters; coaxial cables, flat components, insulated electronic and spiral shielded wires, cables, and flexible printed circuits; optical lenses for infrared devices; fusion splicers and tools; and data center solutions. In addition, the company offers intelligent transport system and IT asset management/security products; CATV systems; contents distribution network; and wind profiler radars. Further, it provides plated and alloy wires, fluoroplastics-coated materials, sintered ZnS lenses, semiconductors substrates, thermal control devices, and tool-related products; superconducting products; various energy and environment systems; products for railway and transport machinery; steel wires; polytetrafluoroethylene porous material; Celmet, a porous metal; cutting and plastic working tools; and alloy parts. The company was formerly known as Sumitomo Electric Wire & Cable Works and changed its name to Sumitomo Electric Industries, Ltd. in 1939. The company was founded in 1897 and is headquartered in Osaka, Japan.",1996-03-05,Auto Parts,https://www.sei.co.jp,286784,2.92E+12,NA,NA,81 6 6220 4141,NA,"5-33, Kitahama 4-chome","Osaka, , JP",541-0041,https://www.sei.co.jp,https://www.sei.co.jp,https://financialmodelingprep.com/image-stock/SMTOY.png,"#Sumitomo Electric Industries, Ltd., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
2724,"The 4Less Group, Inc.","The 4Less Group, Inc.","The 4Less Group, Inc. operates as an e-commerce retailer and distributor of auto and truck parts company in the United States. It offers exhaust systems, suspension systems, wheels, tires, stereo systems, truck bed covers, and shocks through its LiftKits4LESS.com, Bumpers4LESS.com, and TruckBedCovers4LESS.com Websites. The company is based in Las Vegas, Nevada.","The 4Less Group, Inc. operates as an e-commerce retailer and distributor of auto and truck parts company in the United States. It offers exhaust systems, suspension systems, wheels, tires, stereo systems, truck bed covers, and shocks through its LiftKits4LESS.com, Bumpers4LESS.com, and TruckBedCovers4LESS.com Websites. The company is based in Las Vegas, Nevada.",2019-07-03,Auto Parts,https://liftkits4less.com,7,11018751,Mr. Timothy G. Armes,NA,662 510 5866,NA,106 West Mayflower,"Las Vegas, NV, US",89030,https://liftkits4less.com,https://liftkits4less.com,https://financialmodelingprep.com/image-stock/FLES.png,"#The 4Less Group, Inc., #Auto Parts, #Consumer Cyclical",10,1,FALSE,2022-05-23 17:49,2022-05-23 17:49
2762,"Veoneer, Inc.","Veoneer, Inc.","Veoneer, Inc. engages in the design, development, manufacture, and sale of automotive safety electronics primarily in North America, Europe, and Asia. It offers mono-and stereo-vision cameras, night driving assist systems, advanced driver assist systems (ADAS), electronic control units, seat belt pre-tensioner electronic controllers, and ADAS software for highly automated driving (HAD) and autonomous driving (AD). The company also provides driver monitoring systems, LiDAR sensors, RoadScape positioning, and other technologies for ADAS, HAD, and AD solutions. Veoneer, Inc. was incorporated in 2017 and is headquartered in Stockholm, Sweden.","Veoneer, Inc. engages in the design, development, manufacture, and sale of automotive safety electronics primarily in North America, Europe, and Asia. It offers mono-and stereo-vision cameras, night driving assist systems, advanced driver assist systems (ADAS), electronic control units, seat belt pre-tensioner electronic controllers, and ADAS software for highly automated driving (HAD) and autonomous driving (AD). The company also provides driver monitoring systems, LiDAR sensors, RoadScape positioning, and other technologies for ADAS, HAD, and AD solutions. Veoneer, Inc. was incorporated in 2017 and is headquartered in Stockholm, Sweden.",2018-06-11,Auto Parts,https://www.veoneer.com,6033,1657000000,Mr. Jan Carlson,NA,46852776200,NA,Box 13089,"STOCKHOLM, STOCKHOLM, SE",103 02,https://www.veoneer.com,https://www.veoneer.com,https://financialmodelingprep.com/image-stock/VNE.png,"#Veoneer, Inc., #Auto Parts, #Consumer Cyclical",10,1,FALSE,2022-05-23 17:49,2022-05-23 17:49
2800,Omnitek Engineering Corp.,Omnitek Engineering Corp.,"Omnitek Engineering Corp. develops and sells technology to convert diesel engines to an alternative fuel, natural gas engines, and complementary products in the United States and internationally. The company offers conversion kits for converting diesel engines to run on an alternative fuel, including compressed, liquefied, and renewable natural gas, as well as liquid petroleum gas; natural gas engines and components; and high-pressure natural gas coalescing filters. Its products are used for stationary applications; and the transportation market, such as light commercial vehicles, minibuses, heavy-duty trucks, and municipal buses, as well as rail and marine applications. The company sells and delivers its products through its distributors, system integrators, fleet operators, and engine conversion companies, as well as directly to end-users. Omnitek Engineering Corp. was incorporated in 2001 and is headquartered in Vista, California.","Omnitek Engineering Corp. develops and sells technology to convert diesel engines to an alternative fuel, natural gas engines, and complementary products in the United States and internationally. The company offers conversion kits for converting diesel engines to run on an alternative fuel, including compressed, liquefied, and renewable natural gas, as well as liquid petroleum gas; natural gas engines and components; and high-pressure natural gas coalescing filters. Its products are used for stationary applications; and the transportation market, such as light commercial vehicles, minibuses, heavy-duty trucks, and municipal buses, as well as rail and marine applications. The company sells and delivers its products through its distributors, system integrators, fleet operators, and engine conversion companies, as well as directly to end-users. Omnitek Engineering Corp. was incorporated in 2001 and is headquartered in Vista, California.",2007-11-01,Auto Parts,https://www.omnitekcorp.com,6,1097467,Mr. Werner  Funk,NA,760 591 0089,NA,1333 Keystone Way,"Vista, CA, US",92081,https://www.omnitekcorp.com,https://www.omnitekcorp.com,https://financialmodelingprep.com/image-stock/OMTK.png,"#Omnitek Engineering Corp., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
2834,"Fuel Doctor Holdings, Inc.","Fuel Doctor Holdings, Inc.","Fuel Doctor Holdings, Inc. does not have significant operations. The company focuses on locating and negotiating with portfolio companies to acquire an interest in them. Previously, it was engaged in the design, marketing, and distribution of auto accessories. The company is based in Tel Aviv, Israel.","Fuel Doctor Holdings, Inc. does not have significant operations. The company focuses on locating and negotiating with portfolio companies to acquire an interest in them. Previously, it was engaged in the design, marketing, and distribution of auto accessories. The company is based in Tel Aviv, Israel.",2011-08-31,Auto Parts,,,0,NA,NA,707 373 3031,NA,410 Louisiana Street,"Vallejo, CA, US",94590,,,https://financialmodelingprep.com/image-stock/FDOC.png,"#Fuel Doctor Holdings, Inc., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
3170,Fox Factory Holding Corp.,Fox Factory Holding Corp.,"Fox Factory Holding Corp. designs, engineers, manufactures, and markets ride dynamics products worldwide. The company offers mid-end and high-end front fork and rear suspension products for mountain bikes, road bikes, and e-bikes; and powered vehicle products for side-by-side vehicles, on-road vehicles with and without off-road capabilities, off-road vehicles and trucks, all-terrain vehicles, snowmobiles, and specialty vehicles and applications, such as military, motorcycles, and commercial trucks. It also provides mountain and road bike wheels, and other performance cycling components, including cranks, chain rings, pedals, bars, stems, and seat posts, as well as sells aftermarket products to dealers and distributors. The company offers powered vehicles under the FOX, BDS Suspension, Zone Offroad, JKS Manufacturing, RT Pro UTV, 4x4 Posi-Lok, Ridetech, Tuscany, Outside Van, and SCA brands; and mountain bikes and road bikes under the FOX, Race Face, Easton Cycling, and Marzocchi brands. Fox Factory Holding Corp. was incorporated in 2007 and is headquartered in Duluth, Georgia.","Fox Factory Holding Corp. designs, engineers, manufactures, and markets ride dynamics products worldwide. The company offers mid-end and high-end front fork and rear suspension products for mountain bikes, road bikes, and e-bikes; and powered vehicle products for side-by-side vehicles, on-road vehicles with and without off-road capabilities, off-road vehicles and trucks, all-terrain vehicles, snowmobiles, and specialty vehicles and applications, such as military, motorcycles, and commercial trucks. It also provides mountain and road bike wheels, and other performance cycling components, including cranks, chain rings, pedals, bars, stems, and seat posts, as well as sells aftermarket products to dealers and distributors. The company offers powered vehicles under the FOX, BDS Suspension, Zone Offroad, JKS Manufacturing, RT Pro UTV, 4x4 Posi-Lok, Ridetech, Tuscany, Outside Van, and SCA brands; and mountain bikes and road bikes under the FOX, Race Face, Easton Cycling, and Marzocchi brands. Fox Factory Holding Corp. was incorporated in 2007 and is headquartered in Duluth, Georgia.",2013-08-08,Auto Parts,https://www.ridefox.com,4100,1299064000,Mr. Michael Dennison,NA,18312746500,NA,6634 Highway 53,"Braselton, GEORGIA, US",30097,https://www.ridefox.com,https://www.ridefox.com,https://financialmodelingprep.com/image-stock/FOXF.png,"#Fox Factory Holding Corp., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
3222,China Zenix Auto International Limited,China Zenix Auto International Limited,"China Zenix Auto International Limited designs, manufactures, and sells commercial vehicle wheels to aftermarket and original equipment manufacturers in the People's Republic of China. It offers tubed, tubeless, and off-road steel wheels; aluminum wheels; and wheel components, including wheel discs. The company sells its products directly and through a network of distributors under the Zhengxing, Zhengxing Prince, Haixia, Zhengchang, Lianxing, and CZX brands. It exports its products to approximately 27 countries worldwide. The company was formerly known as Richwheel Limited and changed its name to China Zenix Auto International Limited in November 2010. The company was founded in 2003 and is headquartered in Zhangzhou, the People's Republic of China. China Zenix Auto International Limited is a former subsidiary of Newrace Limited. As of January 27, 2022, China Zenix Auto International Limited was taken private.","China Zenix Auto International Limited designs, manufactures, and sells commercial vehicle wheels to aftermarket and original equipment manufacturers in the People's Republic of China. It offers tubed, tubeless, and off-road steel wheels; aluminum wheels; and wheel components, including wheel discs. The company sells its products directly and through a network of distributors under the Zhengxing, Zhengxing Prince, Haixia, Zhengchang, Lianxing, and CZX brands. It exports its products to approximately 27 countries worldwide. The company was formerly known as Richwheel Limited and changed its name to China Zenix Auto International Limited in November 2010. The company was founded in 2003 and is headquartered in Zhangzhou, the People's Republic of China. China Zenix Auto International Limited is a former subsidiary of Newrace Limited. As of January 27, 2022, China Zenix Auto International Limited was taken private.",2011-05-12,Auto Parts,https://www.zenixauto.com,3284,1769478000,Mr. Jianhui  Lai,NA,86 59 6260 0308,NA,No. 1608,"Zhangzhou, , CN",363000,https://www.zenixauto.com,https://www.zenixauto.com,https://financialmodelingprep.com/image-stock/ZXAIY.png,"#China Zenix Auto International Limited, #Auto Parts, #Consumer Cyclical",10,1,FALSE,2022-05-23 17:49,2022-05-23 17:49
3298,Hyliion Holdings Corp.,Hyliion Holdings Corp.,"Hyliion Holdings Corp. designs, develops, and sells electrified powertrain solutions for the commercial vehicle industry. It also provides battery management systems for hybrid and fully electric vehicle applications; and battery packs. The company was founded in 2015 and is headquartered in Cedar Park, Texas.","Hyliion Holdings Corp. designs, develops, and sells electrified powertrain solutions for the commercial vehicle industry. It also provides battery management systems for hybrid and fully electric vehicle applications; and battery packs. The company was founded in 2015 and is headquartered in Cedar Park, Texas.",2019-04-22,Auto Parts,https://www.hyliion.com,200,200000,Mr. Thomas J. Healy,NA,833 495 4466,NA,1202 BMC Drive,"Cedar Park, TX, US",78613,https://www.hyliion.com,https://www.hyliion.com,https://financialmodelingprep.com/image-stock/HYLN.png,"#Hyliion Holdings Corp., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
3570,Dana Incorporated,Dana Incorporated,"Dana Incorporated provides power-conveyance and energy-management solutions for vehicles and machinery in North America, Europe, South America, and the Asia Pacific. It operates in four segments: Light Vehicle Drive Systems, Commercial Vehicle Drive and Motion Systems, Off-Highway Drive and Motion Systems, and Power Technologies. The Light Vehicle Drive Systems segment offers axles, driveshafts, e-axles, electrodynamic and drivetrain components, and transmissions, as well as electric, hybrid, and ICE products for light trucks, sport and crossover utility vehicles, vans, and passenger cars. The Commercial Vehicle Drive and Motion Systems segment provides axles, driveshafts, e-axles, e-transmissions, electrodynamic and drivetrain components, and electric vehicle integration services, as well as software as a service for medium and heavy duty trucks, buses, and specialty vehicles. The Off-Highway Drive and Motion Systems segment offers axles, driveshafts, transmissions, planetary hub drives, e-axles and e-drives, and helical and bevel-helical gearboxes, as well as electrodynamic, hydraulic, and drivetrain components for construction, earth moving, agricultural, mining, forestry, material handling, and industrial stationary markets. The Power Technologies segment offers gaskets and sealing, cover modules, heat shields, thermal management, e-thermal management, cooling, and bipolar fuel cell plates products for light vehicle, medium/heavy vehicle, and off-highway markets. The company was formerly known as Dana Holding Corporation and changed its name to Dana Incorporated in August 2016. Dana Incorporated was founded in 1904 and is headquartered in Maumee, Ohio.","Dana Incorporated provides power-conveyance and energy-management solutions for vehicles and machinery in North America, Europe, South America, and the Asia Pacific. It operates in four segments: Light Vehicle Drive Systems, Commercial Vehicle Drive and Motion Systems, Off-Highway Drive and Motion Systems, and Power Technologies. The Light Vehicle Drive Systems segment offers axles, driveshafts, e-axles, electrodynamic and drivetrain components, and transmissions, as well as electric, hybrid, and ICE products for light trucks, sport and crossover utility vehicles, vans, and passenger cars. The Commercial Vehicle Drive and Motion Systems segment provides axles, driveshafts, e-axles, e-transmissions, electrodynamic and drivetrain components, and electric vehicle integration services, as well as software as a service for medium and heavy duty trucks, buses, and specialty vehicles. The Off-Highway Drive and Motion Systems segment offers axles, driveshafts, transmissions, planetary hub drives, e-axles and e-drives, and helical and bevel-helical gearboxes, as well as electrodynamic, hydraulic, and drivetrain components for construction, earth moving, agricultural, mining, forestry, material handling, and industrial stationary markets. The Power Technologies segment offers gaskets and sealing, cover modules, heat shields, thermal management, e-thermal management, cooling, and bipolar fuel cell plates products for light vehicle, medium/heavy vehicle, and off-highway markets. The company was formerly known as Dana Holding Corporation and changed its name to Dana Incorporated in August 2016. Dana Incorporated was founded in 1904 and is headquartered in Maumee, Ohio.",2008-01-02,Auto Parts,https://www.dana.com,40600,8945000000,Mr. James Kamsickas,NA,14198873000,NA,3939 Technology Dr,"Maumee, OHIO, US",43537,https://www.dana.com,https://www.dana.com,https://financialmodelingprep.com/image-stock/DAN.png,"#Dana Incorporated, #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
3645,"American Axle & Manufacturing Holdings, Inc.","American Axle & Manufacturing Holdings, Inc.","American Axle & Manufacturing Holdings, Inc., together with its subsidiaries, designs, engineers, and manufactures driveline and metal forming technologies that supports electric, hybrid, and internal combustion vehicles in the United States, Mexico, South America, China, other Asian countries, and Europe. It operates through Driveline and Metal Forming segments. The Driveline segment offers front and rear axles, driveshafts, differential assemblies, clutch modules, balance shaft systems, disconnecting driveline technology, and electric and hybrid driveline products and systems for light trucks, sport utility vehicles, crossover vehicles, passenger cars, and commercial vehicles. The Metal Forming segment provides axle and transmission shafts, ring and pinion gears, differential gears and assemblies, and connecting rods and variable valve timing products for original equipment manufacturers and tier 1 automotive suppliers. American Axle & Manufacturing Holdings, Inc. has technology development agreement with Suzhou Inovance Automotive Ltd. and REE Automotive Ltd. American Axle & Manufacturing Holdings, Inc. was founded in 1994 and is headquartered in Detroit, Michigan.","American Axle & Manufacturing Holdings, Inc., together with its subsidiaries, designs, engineers, and manufactures driveline and metal forming technologies that supports electric, hybrid, and internal combustion vehicles in the United States, Mexico, South America, China, other Asian countries, and Europe. It operates through Driveline and Metal Forming segments. The Driveline segment offers front and rear axles, driveshafts, differential assemblies, clutch modules, balance shaft systems, disconnecting driveline technology, and electric and hybrid driveline products and systems for light trucks, sport utility vehicles, crossover vehicles, passenger cars, and commercial vehicles. The Metal Forming segment provides axle and transmission shafts, ring and pinion gears, differential gears and assemblies, and connecting rods and variable valve timing products for original equipment manufacturers and tier 1 automotive suppliers. American Axle & Manufacturing Holdings, Inc. has technology development agreement with Suzhou Inovance Automotive Ltd. and REE Automotive Ltd. American Axle & Manufacturing Holdings, Inc. was founded in 1994 and is headquartered in Detroit, Michigan.",1999-01-29,Auto Parts,https://www.aam.com,18000,5156000000,Mr. David Dauch,NA,13137583600,NA,1 Dauch Dr,"Detroit, MICHIGAN, US",48211-1198,https://www.aam.com,https://www.aam.com,https://financialmodelingprep.com/image-stock/AXL.png,"#American Axle & Manufacturing Holdings, Inc., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
3672,"Puradyn Filter Technologies, Inc.","Puradyn Filter Technologies, Inc.","Puradyn Filter Technologies, Inc. designs, manufactures, markets, and distributes bypass oil filtration systems for use with internal combustion engines and hydraulic equipment that use lubricating oil worldwide. The company offers its products under the Puradyn brand name. Its Puradyn system cleans oil by providing a second circuit of oil filtration and treatment to continually remove solid and liquid contaminants from the oil through a filtration and absorption process. The company also manufactures replacement filter elements for the Puradyn system. Its products are marketed to various industries that include hydraulic applications, and other users of engines or equipment that utilize up to 50 weight oil for lubrication. The company sells its products directly, as well as through manufacturer's representatives, distributors, or other agents to OEMs, other distributors, and national accounts. It serves oil and gas services, power generation, construction and forestry, commercial marine, mining, and transportation industries. The company was founded in 1987 and is based in Boynton Beach, Florida.","Puradyn Filter Technologies, Inc. designs, manufactures, markets, and distributes bypass oil filtration systems for use with internal combustion engines and hydraulic equipment that use lubricating oil worldwide. The company offers its products under the Puradyn brand name. Its Puradyn system cleans oil by providing a second circuit of oil filtration and treatment to continually remove solid and liquid contaminants from the oil through a filtration and absorption process. The company also manufactures replacement filter elements for the Puradyn system. Its products are marketed to various industries that include hydraulic applications, and other users of engines or equipment that utilize up to 50 weight oil for lubrication. The company sells its products directly, as well as through manufacturer's representatives, distributors, or other agents to OEMs, other distributors, and national accounts. It serves oil and gas services, power generation, construction and forestry, commercial marine, mining, and transportation industries. The company was founded in 1987 and is based in Boynton Beach, Florida.",2001-12-13,Auto Parts,https://www.puradyn.com,13,1526429,Mr. Joseph V. Vittoria,NA,561 547 9499,NA,2017 High Ridge Road,"Boynton Beach, FL, US",33426,https://www.puradyn.com,https://www.puradyn.com,https://financialmodelingprep.com/image-stock/PFTI.png,"#Puradyn Filter Technologies, Inc., #Auto Parts, #Consumer Cyclical",10,1,FALSE,2022-05-23 17:49,2022-05-23 17:49
3806,Allego N.V.,Allego N.V.,"Allego N.V. operates as an electric vehicle (EV) charging company. The company offers charging solutions for electric cars, motors, buses, and trucks. It has a charging network with renewable energy and charging solutions for business-to-business customers, including leading retail and auto brands. The company has approximately 28,000 charging ports in Europe. It also provides Allego EV Cloud, a customer payment tool that offers essential services to owned and third-party customers comprising authorization and billing, smart charging and load balancing, analysis, and customer support. The company was founded in 2013 and is based in Arnhem, the Netherlands.","Allego N.V. operates as an electric vehicle (EV) charging company. The company offers charging solutions for electric cars, motors, buses, and trucks. It has a charging network with renewable energy and charging solutions for business-to-business customers, including leading retail and auto brands. The company has approximately 28,000 charging ports in Europe. It also provides Allego EV Cloud, a customer payment tool that offers essential services to owned and third-party customers comprising authorization and billing, smart charging and load balancing, analysis, and customer support. The company was founded in 2013 and is based in Arnhem, the Netherlands.",2022-03-17,Auto Parts,https://www.allego.eu,140,44249000,NA,NA,31 88 033 3033,NA,Industriepark,"Arnhem, , NL",6827 AV,https://www.allego.eu,https://www.allego.eu,https://financialmodelingprep.com/image-stock/ALLG.png,"#Allego N.V., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
3849,"Motorcar Parts of America, Inc.","Motorcar Parts of America, Inc.","Motorcar Parts of America, Inc. manufactures, remanufactures, and distributes heavy-duty truck, industrial, marine, and agricultural application replacement parts. The company offers rotating electrical products, including alternators and starters; wheel hub assemblies and bearings; and brake-related products comprising brake calipers, brake boosters, brake rotors, brake pads, and brake master cylinders. It also offers test solutions and diagnostic equipment for electric vehicle powertrain development and manufacturing, including electric motor test systems, e-axle test systems, advanced power emulators, and charging unit test systems, as well as test systems for alternators, starters, belt starter generator, and bench-top testers used in the automotive retail segment and turbochargers. The company sells its products to automotive retail chain stores and warehouse distributors, as well as various automobile manufacturers for their aftermarket programs and warranty replacement programs in North America. Motorcar Parts of America, Inc. was founded in 1968 and is headquartered in Torrance, California.","Motorcar Parts of America, Inc. manufactures, remanufactures, and distributes heavy-duty truck, industrial, marine, and agricultural application replacement parts. The company offers rotating electrical products, including alternators and starters; wheel hub assemblies and bearings; and brake-related products comprising brake calipers, brake boosters, brake rotors, brake pads, and brake master cylinders. It also offers test solutions and diagnostic equipment for electric vehicle powertrain development and manufacturing, including electric motor test systems, e-axle test systems, advanced power emulators, and charging unit test systems, as well as test systems for alternators, starters, belt starter generator, and bench-top testers used in the automotive retail segment and turbochargers. The company sells its products to automotive retail chain stores and warehouse distributors, as well as various automobile manufacturers for their aftermarket programs and warranty replacement programs in North America. Motorcar Parts of America, Inc. was founded in 1968 and is headquartered in Torrance, California.",1994-03-23,Auto Parts,https://www.motorcarparts.com,5700,540782000,Mr. Selwyn Joffe,NA,13109724015,NA,2929 California St,"Torrance, CALIFORNIA, US",90503,https://www.motorcarparts.com,https://www.motorcarparts.com,https://financialmodelingprep.com/image-stock/MPAA.jpg,"#Motorcar Parts of America, Inc., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
4203,Vitesco Technologies Group Aktiengesellschaft,Vitesco Technologies Group Aktiengesellschaft,"Vitesco Technologies Group Aktiengesellschaft engages in the development and production of components and system solutions for drivetrains in hybrid vehicles, electric vehicles, and combustion engines worldwide. It operates through Electrification Technology, Electronic Controls, Sensing & Actuation, and Contract Manufacturing segments. The company offers 48-volt electrification solutions, electric drive systems, and power electronics for hybrid electric and battery- electric vehicles. It also provides electronic controls, sensors, actuators, turbochargers, hydraulic components, and pumps, as well as exhaust-gas solutions. The company was formerly known as Vitesco Technologies EINS Aktiengesellschaft. Vitesco Technologies Group Aktiengesellschaft was incorporated in 2019 and is headquartered in Regensburg, Germany.","Vitesco Technologies Group Aktiengesellschaft engages in the development and production of components and system solutions for drivetrains in hybrid vehicles, electric vehicles, and combustion engines worldwide. It operates through Electrification Technology, Electronic Controls, Sensing & Actuation, and Contract Manufacturing segments. The company offers 48-volt electrification solutions, electric drive systems, and power electronics for hybrid electric and battery- electric vehicles. It also provides electronic controls, sensors, actuators, turbochargers, hydraulic components, and pumps, as well as exhaust-gas solutions. The company was formerly known as Vitesco Technologies EINS Aktiengesellschaft. Vitesco Technologies Group Aktiengesellschaft was incorporated in 2019 and is headquartered in Regensburg, Germany.",2021-09-22,Auto Parts,https://www.vitesco-technologies.com,37998,8348500000,NA,NA,49 941 2031 8823,NA,Siemensstrasse 12,"Regensburg, , DE",93055,https://www.vitesco-technologies.com,https://www.vitesco-technologies.com,https://financialmodelingprep.com/image-stock/VTSCY.png,"#Vitesco Technologies Group Aktiengesellschaft, #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
