,name,name_eng,description_short,description,founded_date,product,homepage,employee_cnt,revenue,ceo_name,email,tel,fax,address1,address2,post_code,facebook,youtube,logo,hash_tag,nation_id,industry_id,is_active,created_at,updated_at
10,Revolution Bars Group plc,Revolution Bars Group plc,"Revolution Bars Group plc operates premium bars located in towns or city center high streets across the United Kingdom. Its bars offer food and drinks. As of November 15, 2021, the company operated 67 bars, including 49 bars under the Revolution and 18 under the Revoluci√≥n de Cuba brand names. Revolution Bars Group plc was founded in 1991 and is headquartered in Ashton-Under-Lyne, the United Kingdom.","Revolution Bars Group plc operates premium bars located in towns or city center high streets across the United Kingdom. Its bars offer food and drinks. As of November 15, 2021, the company operated 67 bars, including 49 bars under the Revolution and 18 under the Revoluci√≥n de Cuba brand names. Revolution Bars Group plc was founded in 1991 and is headquartered in Ashton-Under-Lyne, the United Kingdom.",2015-03-13,Restaurants,https://www.revolutionbarsgroup.com,2495,39417000,Mr. Mark McQuater,NA,,NA,"21 Old Street, Tameside","Ashton-under-Lyne, GREATER MANCHESTER, GB",OL6 6LA,https://www.revolutionbarsgroup.com,https://www.revolutionbarsgroup.com,https://financialmodelingprep.com/image-stock/RBG.L.png,"#Revolution Bars Group plc, #Restaurants, #Consumer Cyclical",17,1,TRUE,2022-05-23,2022-05-23
11,"Canadian General Investments, Limited","Canadian General Investments, Limited","Canadian General Investments, Limited is a close ended equity mutual fund launched and managed by Morgan Meighen & Associates Limited. It invests in the public equity markets of Canada. The fund seeks to invest in stocks of companies operating across diversified sectors. It invests in stocks of companies across all market capitalization. The fund employs fundamental analysis with a bottom-up stock picking approach focusing on timely recognition of capital gains and appropriate income generating instruments to create its portfolio. It benchmarks the performance of its portfolio against the S&P/TSX Composite Index. Canadian General Investments, Limited was formed on January 15, 1930 and is domiciled in Ontario, Canada.","Canadian General Investments, Limited is a close ended equity mutual fund launched and managed by Morgan Meighen & Associates Limited. It invests in the public equity markets of Canada. The fund seeks to invest in stocks of companies operating across diversified sectors. It invests in stocks of companies across all market capitalization. The fund employs fundamental analysis with a bottom-up stock picking approach focusing on timely recognition of capital gains and appropriate income generating instruments to create its portfolio. It benchmarks the performance of its portfolio against the S&P/TSX Composite Index. Canadian General Investments, Limited was formed on January 15, 1930 and is domiciled in Ontario, Canada.",2003-12-02,Asset Management,https://www.mmainvestments.com/cgi.cfm,,267863000,NA,NA,416-366-2931,NA,10 Toronto Street,"Toronto, ON, CA",M5C 2B7,https://www.mmainvestments.com/cgi.cfm,https://www.mmainvestments.com/cgi.cfm,https://financialmodelingprep.com/image-stock/CGI.L.png,"#Canadian General Investments, Limited, #Asset Management, #Financial Services",17,1,TRUE,2022-05-23,2022-05-23
12,Tertiary Minerals plc,Tertiary Minerals plc,"Tertiary Minerals plc, together with its subsidiaries, engages in the identification, acquisition, exploration, and development of mineral deposits. The company engages in the development of a multi-commodity project portfolio, including precious metals, base metals, and industrial minerals. It owns interests in the Storuman fluorspar project located in north central Sweden; the Lassedalen fluorspar project located in the south-west of Oslo, Norway; the Pyramid gold project located in the northwest of Reno, Nevada; the Paymaster polymetallic project that includes claims covering an area of 390 acres located in southwest of Tonopah, Nevada; and the Kaaresselk√§ and Kieker√∂maa gold projects located in Finland. The company also holds interests in the Rosendal tantalum project located in south-west Finland; the Lucky copper prospect consisting of 13 claims located in north-east Nevada; and the Mt Tobin prospect comprising claims located to the south of Winnemucca in north central Nevada. Tertiary Minerals plc was incorporated in 1999 and is headquartered in Macclesfield, the United Kingdom.","Tertiary Minerals plc, together with its subsidiaries, engages in the identification, acquisition, exploration, and development of mineral deposits. The company engages in the development of a multi-commodity project portfolio, including precious metals, base metals, and industrial minerals. It owns interests in the Storuman fluorspar project located in north central Sweden; the Lassedalen fluorspar project located in the south-west of Oslo, Norway; the Pyramid gold project located in the northwest of Reno, Nevada; the Paymaster polymetallic project that includes claims covering an area of 390 acres located in southwest of Tonopah, Nevada; and the Kaaresselk√§ and Kieker√∂maa gold projects located in Finland. The company also holds interests in the Rosendal tantalum project located in south-west Finland; the Lucky copper prospect consisting of 13 claims located in north-east Nevada; and the Mt Tobin prospect comprising claims located to the south of Winnemucca in north central Nevada. Tertiary Minerals plc was incorporated in 1999 and is headquartered in Macclesfield, the United Kingdom.",1999-11-18,Other Industrial Metals & Mining,https://www.tertiaryminerals.com,6,165058,NA,NA,4.41626E+11,NA,"Silk Point, Queens Avenue","Macclesfield, CHESHIRE, GB",SK10 2BB,https://www.tertiaryminerals.com,https://www.tertiaryminerals.com,https://financialmodelingprep.com/image-stock/TYM.L.png,"#Tertiary Minerals plc, #Other Industrial Metals & Mining, #Basic Materials",17,1,TRUE,2022-05-23,2022-05-23
13,Fulcrum Utility Services Limited,Fulcrum Utility Services Limited,"Fulcrum Utility Services Limited provides multi-utility infrastructure services and solutions in the United Kingdom. The company operates through two segments, Infrastructure: Design and Build, and Utility assets: Own and Operate. It engages in the designing, installing, and coordinating new electricity, gas, water, and fiber connections for homebuilders, and industrial and commercial (I&C) developers; provision of advice and support services; and design and delivers electric vehicle charging connections, high voltage electrical infrastructure, and specialist gas infrastructure, as well as connections to solar farms, wind farms, and battery storage sites. The company offers smart meter exchange programmes; manages and maintains electricity and gas meters; maintains electrical infrastructure for private electrical networks and infrastructure that connects wind farms, solar farms, and battery storage sites to the grid; and adopts, owns, and maintains I&C electricity and gas infrastructure. Fulcrum Utility Services Limited was incorporated in 2008 and is headquartered in Sheffield, the United Kingdom.","Fulcrum Utility Services Limited provides multi-utility infrastructure services and solutions in the United Kingdom. The company operates through two segments, Infrastructure: Design and Build, and Utility assets: Own and Operate. It engages in the designing, installing, and coordinating new electricity, gas, water, and fiber connections for homebuilders, and industrial and commercial (I&C) developers; provision of advice and support services; and design and delivers electric vehicle charging connections, high voltage electrical infrastructure, and specialist gas infrastructure, as well as connections to solar farms, wind farms, and battery storage sites. The company offers smart meter exchange programmes; manages and maintains electricity and gas meters; maintains electrical infrastructure for private electrical networks and infrastructure that connects wind farms, solar farms, and battery storage sites to the grid; and adopts, owns, and maintains I&C electricity and gas infrastructure. Fulcrum Utility Services Limited was incorporated in 2008 and is headquartered in Sheffield, the United Kingdom.",2009-12-24,Engineering & Construction,https://www.fulcrum.co.uk,343,47054000,Mr. Daren Harris,NA,4.4333E+11,NA,"Sheffi eld Business Park, 2 Europa View","SHEFFIELD, SOUTH YORKSHIRE, GB",S9 1XH,https://www.fulcrum.co.uk,https://www.fulcrum.co.uk,https://financialmodelingprep.com/image-stock/FCRM.L.png,"#Fulcrum Utility Services Limited, #Engineering & Construction, #Industrials",17,1,TRUE,2022-05-23,2022-05-23
14,BMO Managed PortfolioTrust PLC - Growth Portfolio,BMO Managed PortfolioTrust PLC - Growth Portfolio,BMO Managed PortfolioTrust PLC - Growth Portfolio is an open ended equity mutual fund launched and managed by F&C Investment Business Ltd. The fund invests in public equity markets across the globe. BMO Managed PortfolioTrust PLC - Growth Portfoliowas formed in April 2008 and is domiciled in United Kingdom.,BMO Managed PortfolioTrust PLC - Growth Portfolio is an open ended equity mutual fund launched and managed by F&C Investment Business Ltd. The fund invests in public equity markets across the globe. BMO Managed PortfolioTrust PLC - Growth Portfoliowas formed in April 2008 and is domiciled in United Kingdom.,2008-04-16,Asset Management,https://www.fandc.com/uk/private-investors/investment-trusts/global-trusts/fandc-managed-portfolio-trust/,,40371000,NA,NA,,NA,"4 Quartermile, 7a Nightingale Way","Edinburgh, , GB",EH3 9EG,https://www.fandc.com/uk/private-investors/investment-trusts/global-trusts/fandc-managed-portfolio-trust/,https://www.fandc.com/uk/private-investors/investment-trusts/global-trusts/fandc-managed-portfolio-trust/,https://financialmodelingprep.com/image-stock/BMPG.L.jpg,"#BMO Managed PortfolioTrust PLC - Growth Portfolio, #Asset Management, #Financial Services",17,1,TRUE,2022-05-23,2022-05-23
15,Springfield Properties Plc,Springfield Properties Plc,"Springfield Properties Plc, together with its subsidiary, engages in the house building business in the United Kingdom. The company operates in Private Housing and Affordable markets. It is also involved in hiring plants and machineries, property development, buys and sells real estate and residential property, and management services. The company was founded in 1956 and is based in Elgin, the United Kingdom.","Springfield Properties Plc, together with its subsidiary, engages in the house building business in the United Kingdom. The company operates in Private Housing and Affordable markets. It is also involved in hiring plants and machineries, property development, buys and sells real estate and residential property, and management services. The company was founded in 1956 and is based in Elgin, the United Kingdom.",2017-10-16,Residential Construction,https://www.springfield.co.uk,603,216692000,Mr. Innes Smith,NA,4.41344E+11,NA,"Alexander Fleming House, 8 Southfield Drive","ELGIN, MORAYSHIRE, GB",IV30 6GR,https://www.springfield.co.uk,https://www.springfield.co.uk,https://financialmodelingprep.com/image-stock/SPR.L.jpg,"#Springfield Properties Plc, #Residential Construction, #Consumer Cyclical",17,1,TRUE,2022-05-23,2022-05-23
16,Gooch & Housego PLC,Gooch & Housego PLC,"Gooch & Housego PLC engages in the manufacture and sale of acousto-optics, electro-optics, fiber optics, and precision optics and systems in the United Kingdom, North America, Europe, the Asia Pacific, and internationally. The company operates through Aerospace & Defence, Life Sciences/Bio-photonics, and Industrial segments. It offers acousto-optic products, such as acousto-optic modulators, deflectors, fiber-coupled modulators, frequency shifters, model lockers, multi-channel modulators, pulse pickers and cavity dumpers, Q-switches, tunable filters, and RF drivers; crystal optics, including crystals and nonlinear optics, lithium niobate wafers, and periodically-poled lithium niobite; electro-optics, such as pockels cells, lithium niobate Q-switches, and pockels cell drivers; and lens assemblies and sighting systems. The company also provides fiber optics, such as DFB lasers and modules, fiber coupled pump lasers, high speed detectors, benchtop laser controllers, fused fiber optic components, planar lightwave circuits, multimode products, micro-optics, fiber optic assemblies, OCT components and subsystems, optical fiber amplifiers, and fiber coupled modulators; and precision optics, including precision prisms, corner cubes, precision lenses, opto-mechanical assemblies, precision mirrors, synchrotron and research grade mirrors, plate and cube beamsplitters, optical windows and flats, waveplates, polished SROC, ring laser gyroscope components, infrared optics, and optical domes. In addition, it engages in the development and manufacture of medical and in vitro diagnostic devices. The company offers its products for use in semiconductor and microelectronic, metrology, telecommunications, and scientific research industries; and mission-critical applications, as well as medical research, diagnostic imaging, and laser surgery applications. Gooch & Housego plc was founded in 1948 and is headquartered in Ilminster, the United Kingdom.","Gooch & Housego PLC engages in the manufacture and sale of acousto-optics, electro-optics, fiber optics, and precision optics and systems in the United Kingdom, North America, Europe, the Asia Pacific, and internationally. The company operates through Aerospace & Defence, Life Sciences/Bio-photonics, and Industrial segments. It offers acousto-optic products, such as acousto-optic modulators, deflectors, fiber-coupled modulators, frequency shifters, model lockers, multi-channel modulators, pulse pickers and cavity dumpers, Q-switches, tunable filters, and RF drivers; crystal optics, including crystals and nonlinear optics, lithium niobate wafers, and periodically-poled lithium niobite; electro-optics, such as pockels cells, lithium niobate Q-switches, and pockels cell drivers; and lens assemblies and sighting systems. The company also provides fiber optics, such as DFB lasers and modules, fiber coupled pump lasers, high speed detectors, benchtop laser controllers, fused fiber optic components, planar lightwave circuits, multimode products, micro-optics, fiber optic assemblies, OCT components and subsystems, optical fiber amplifiers, and fiber coupled modulators; and precision optics, including precision prisms, corner cubes, precision lenses, opto-mechanical assemblies, precision mirrors, synchrotron and research grade mirrors, plate and cube beamsplitters, optical windows and flats, waveplates, polished SROC, ring laser gyroscope components, infrared optics, and optical domes. In addition, it engages in the development and manufacture of medical and in vitro diagnostic devices. The company offers its products for use in semiconductor and microelectronic, metrology, telecommunications, and scientific research industries; and mission-critical applications, as well as medical research, diagnostic imaging, and laser surgery applications. Gooch & Housego plc was founded in 1948 and is headquartered in Ilminster, the United Kingdom.",1997-12-12,Electronic Components,https://www.gandh.com,908,124074000,Mr. Mark Webster,NA,4.4146E+11,NA,Dowlish Ford,"Ilminster, SOMERSET, GB",TA19 0PF,https://www.gandh.com,https://www.gandh.com,https://financialmodelingprep.com/image-stock/GHH.L.png,"#Gooch & Housego PLC, #Electronic Components, #Technology",17,1,TRUE,2022-05-23,2022-05-23
17,Fundsmith Emerging Equities Trust plc,Fundsmith Emerging Equities Trust plc,"Fundsmith Emerging Equities Trust plc is a closed ended equity mutual fund launched by Investec Bank Plc. The fund is managed by Fundsmith, LLP. It invests in public equity markets of emerging and developing market countries across the globe. The fund seeks to invest in stocks of companies that are operating across diversified sectors. It focuses on such factors as predictable revenues, low capital intensity, high returns on capital, strong market positions, and degree of economic freedom of the country of listing to create its portfolio. The fund benchmarks the performance of its portfolio against the MSCI Emerging Markets Index. Fundsmith Emerging Equities Trust plc was formed on October 31, 2013 and is domiciled in the United Kingdom.","Fundsmith Emerging Equities Trust plc is a closed ended equity mutual fund launched by Investec Bank Plc. The fund is managed by Fundsmith, LLP. It invests in public equity markets of emerging and developing market countries across the globe. The fund seeks to invest in stocks of companies that are operating across diversified sectors. It focuses on such factors as predictable revenues, low capital intensity, high returns on capital, strong market positions, and degree of economic freedom of the country of listing to create its portfolio. The fund benchmarks the performance of its portfolio against the MSCI Emerging Markets Index. Fundsmith Emerging Equities Trust plc was formed on October 31, 2013 and is domiciled in the United Kingdom.",2014-06-25,Asset Management,https://www.feetplc.co.uk/,,21433000,NA,NA,4.42036E+11,NA,33 CAVENDISH SQUARE,"LONDON, , GB",W1G 0PW,https://www.feetplc.co.uk/,https://www.feetplc.co.uk/,https://financialmodelingprep.com/image-stock/FEET.L.jpg,"#Fundsmith Emerging Equities Trust plc, #Asset Management, #Financial Services",17,1,TRUE,2022-05-23,2022-05-23
18,Tristel plc,Tristel plc,"Tristel plc develops, manufactures, and sells infection prevention products in the United Kingdom and internationally. The company operates through three segments: Hospital Medical Device Decontamination, Hospital Environmental Surface Disinfection, and Other. It offers medical instrument disinfection products, including airway management, cardiology, ear, nose and throat, endoscopy, ophthalmology, phlebotomy, reproductive health/IVF, surface, ultrasound, urology, women's health, and other products under the Tristel brand; contamination control products, which include cleanroom, laboratory, pharmaceutical, cosmetic, and toiletry disinfectants under the Crystel brand; and airborne and veterinary device disinfectants under the Anistel brand. The company was founded in 1993 and is headquartered in Snailwell, the United Kingdom.","Tristel plc develops, manufactures, and sells infection prevention products in the United Kingdom and internationally. The company operates through three segments: Hospital Medical Device Decontamination, Hospital Environmental Surface Disinfection, and Other. It offers medical instrument disinfection products, including airway management, cardiology, ear, nose and throat, endoscopy, ophthalmology, phlebotomy, reproductive health/IVF, surface, ultrasound, urology, women's health, and other products under the Tristel brand; contamination control products, which include cleanroom, laboratory, pharmaceutical, cosmetic, and toiletry disinfectants under the Crystel brand; and airborne and veterinary device disinfectants under the Anistel brand. The company was founded in 1993 and is headquartered in Snailwell, the United Kingdom.",2005-06-01,Medical Instruments & Supplies,https://www.tristel.com,196,30998000,NA,NA,4.41639E+11,NA,"Lynx Business Park,Fordham Road","Snailwell, CAMBRIDGESHIRE, GB",CB8 7NY,https://www.tristel.com,https://www.tristel.com,https://financialmodelingprep.com/image-stock/TSTL.L.png,"#Tristel plc, #Medical Instruments & Supplies, #Healthcare",17,1,TRUE,2022-05-23,2022-05-23
19,"Banco Bilbao Vizcaya Argentaria, S.A.","Banco Bilbao Vizcaya Argentaria, S.A.","Banco Bilbao Vizcaya Argentaria, S.A., together with its subsidiaries, provides retail banking, wholesale banking, and asset management services. It offers current accounts; and demand, savings, overnight, time, term, and subordinated deposits. The company also provides loan products; deals in securities; and manages pension and investment funds. In addition, it offers credit cards; corporate and investment banking services; insurance products and services; and real estate services. The company provides its products through online and mobile channels. As of December 31, 2021, it operated through a network of 6,083 branches and 29,148 ATMs. It operates in Spain, Mexico, South America, the United States, Turkey, Asia, and rest of Europe. Banco Bilbao Vizcaya Argentaria, S.A. was founded in 1857 and is headquartered in Bilbao, Spain.","Banco Bilbao Vizcaya Argentaria, S.A., together with its subsidiaries, provides retail banking, wholesale banking, and asset management services. It offers current accounts; and demand, savings, overnight, time, term, and subordinated deposits. The company also provides loan products; deals in securities; and manages pension and investment funds. In addition, it offers credit cards; corporate and investment banking services; insurance products and services; and real estate services. The company provides its products through online and mobile channels. As of December 31, 2021, it operated through a network of 6,083 branches and 29,148 ATMs. It operates in Spain, Mexico, South America, the United States, Turkey, Asia, and rest of Europe. Banco Bilbao Vizcaya Argentaria, S.A. was founded in 1857 and is headquartered in Bilbao, Spain.",2000-05-08,Banks?îDiversified,https://www.bbva.com,111402,24752000000,Mr. Onur Genc,NA,34913746000,NA,"Ciudad BBVA. Calle Azul, 4","MADRID, MADRID, ES",48005,https://www.bbva.com,https://www.bbva.com,https://financialmodelingprep.com/image-stock/BVA.L.png,"#Banco Bilbao Vizcaya Argentaria, S.A., #Banks?îDiversified, #Financial Services",17,1,TRUE,2022-05-23,2022-05-23
